Year,Month,State,City,Vicinity,Sucess,Suicide,Attack type,Target,Terrorist Group,No of terrorists,Weapon type,Killed,Wounded
1994,12,Andhra Pradesh,Unknown,0,1,0,Bombing,Police,PWG,0,Explosives,0,10
1994,12,Bihar,Muzaffarpur,0,1,0,Armed Assault,Violent Political Party,Unknown,0,Firearms,5,0
1994,12,Bihar,Muzaffarpur,0,1,0,Assassination,Government,Hindu militants,0,Melee, Stones,0
1994,12,Andhra Pradesh,Nizamabad district,0,1,0,Bombing,Government,PWG,0,Explosives,0,1
1994,12,Madhya Pradesh,Parmandal,0,1,0,Bombing,Transportation,Unknown,0,Explosives,3,15
1994,12,Maharashtra,Tulana,0,1,0,Armed Assault,Police,Naga People,0,Firearms,11,0
1994,12,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,0
1994,12,Himachal Pradesh,Mankote,0,1,0,Bombing,Military,Muslim Separatists,0,Explosives,10,12
1994,12,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Media,AlUmar Mujahideen,0,Explosives,0,0
1995,1,Manipur,Imphal,0,1,0,Armed Assault,Police,Naga People,0,Firearms,9,2
1995,1,Unknown,Yanglam Leikai,0,1,0,Bombing,Police,Unknown,3,Explosives,2,0
1995,1,Assam,Udalguri,0,1,0,Bombing,Police,NDFB,0,Explosives, Automatic firearm,0
1995,1,Manipur,Unknown,0,1,0,Armed Assault,Police,Naga People,0,Firearms,7,7
1995,1,Jammu and Kashmir,Jammu,0,1,0,Bombing,Private Citizens,Kashmiri extremists,0,Explosives,8,60
1995,2,Jammu and Kashmir,Jammu district,0,1,0,Bombing,Utilities,Kashmiri extremists,0,Explosives,0,0
1995,2,Jammu and Kashmir,Jammu district,0,1,0,Bombing,Utilities,Kashmiri extremists,0,Explosives,0,0
1995,2,Jammu and Kashmir,Jammu district,0,1,0,Bombing,Utilities,Kashmiri extremists,0,Explosives,0,0
1995,2,Jammu and Kashmir,Jammu district,0,1,0,Bombing,Utilities,Kashmiri extremists,0,Explosives,0,0
1995,2,Jammu and Kashmir,Jammu district,0,1,0,Bombing,Business,Kashmiri extremists,0,Explosives,0,0
1995,2,Manipur,Manaing Khol,0,0,0,Armed Assault,Police,Unknown,9,Firearms,5,0
1995,2,Jammu and Kashmir,Pallanwala,0,1,0,Bombing,Military,Kashmiri extremists,0,Explosives,3,3
1995,2,Bihar,Unknown,0,1,0,Assassination,Government,Unknown,0,Unknown,1,0
1995,2,Bihar,Unknown,0,0,0,Assassination,Government,Unknown,0,Unknown,1,0
1995,2,Bihar,Unknown,0,1,0,Assassination,Government,Unknown,0,Firearms,1,0
1995,2,Jammu and Kashmir,Srinagar,0,1,0,Assassination,Government,HM,0,Firearms,1,0
1995,2,Jammu and Kashmir,Srinagar,0,1,0,Armed Assault,Military,Muslim Militants,0,Firearms,7,37
1995,2,Manipur,Unknown,0,0,0,Bombing,Government,Unknown,0,Firearms,0,0
1995,2,Manipur,Imphal,1,1,0,Assassination,Violent Political Party,Unknown,2,Firearms,1,0
1995,2,Manipur,Unknown,0,1,0,Assassination,Government,Unknown,12,Firearms,1,0
1995,2,Manipur,Unknown,0,1,0,Assassination,Government,Unknown,0,Firearms,1,0
1995,2,Jammu and Kashmir,Kupwara,0,1,0,Bombing,Police,Muslim Separatists,0,Explosives,6,0
1995,2,Manipur,Kangpokpi,0,1,0,Armed Assault,Police,Congress Party Activists,0,Firearms,1,0
1995,2,Rajasthan,Jaipur,0,1,0,Kidnapping,Government,Khalistan Commando Force,0,Unknown,0,0
1995,2,Madhya Pradesh,Indore,0,1,0,Assassination,Institutions,Hindu extremists,3,Melee,1,0
1995,2,Jammu and Kashmir,Dudu,1,1,0,Unknown,Military,Afghan Merceneries,0,Unknown,7,0
1995,2,Unknown,Lailalong,0,1,0,Bombing,Military,National Socialist Council of Nagaland,0,Explosives,27,25
1995,2,Bihar,Unknown,0,0,0,Assassination,Government,Unknown,0,Unknown,0,0
1995,2,Bihar,Unknown,0,1,0,Facility,Police,Guerrillas,0,Incendiary,1,5
1995,3,Bihar,Chhapra district,0,1,0,Assassination,Violent Political Party,MCC,0,Firearms,2,4
1995,3,Nagaland,Kohima,0,1,0,Armed Assault,Police,Naga People,0,Firearms,8,20
1995,3,Bihar,Unknown,0,1,0,Unknown,Private Citizens,Maoists,0,Unknown,5,0
1995,3,Jammu and Kashmir,Sharif,0,1,0,Armed Assault,Military,HM,0,Firearms,2,5
1995,3,Andhra Pradesh,Unknown,0,1,0,Unknown,Private Citizens,Unknown,0,Unknown,3,0
1995,3,Andhra Pradesh,Unknown,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,3,0
1995,3,Jharkhand,Hazaribagh district,0,1,0,Bombing,Government,Unknown,0,Explosives,2,1
1995,3,Bihar,Unknown,0,1,0,Assassination,Private Citizens,Unknown,0,Unknown,1,0
1995,3,Bihar,Unknown,0,1,0,Assassination,Private Citizens,Unknown,0,Unknown,1,0
1995,3,Orissa,Beleswar,0,1,0,Armed Assault,Private Citizens,Muslims,0,Firearms, Incendiary,0
1995,3,Jammu and Kashmir,Uri,0,1,0,Bombing,Military,Muslim Separatists,0,Explosives,12,0
1995,3,Jammu and Kashmir,Bishnah,0,1,0,Bombing,Utilities,Unknown,0,Explosives,0,0
1995,3,Bihar,Barwa,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,3,0
1995,3,Bihar,Siwan,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,2
1995,3,Andhra Pradesh,Anantapur district,0,1,0,Bombing,Government,Unknown,0,Explosives,8,2
1995,3,Assam,Udalguri,0,1,0,Armed Assault,Business,NDFB,0,Firearms,9,0
1995,4,Uttar Pradesh,Ghaziabad,0,1,0,Unarmed Assault,Institutions,Unknown,4,Melee,0,4
1995,4,Uttar Pradesh,Unknown,0,1,0,Armed Assault,Government,Unknown,0,Firearms,10,0
1995,4,Tamil Nadu,Unknown,0,1,0,Assassination,Private Citizens,Unknown,0,Melee,1,0
1995,4,Tamil Nadu,Unknown,0,1,0,Assassination,Private Citizens,Unknown,0,Melee,1,0
1995,4,Tamil Nadu,Unknown,0,1,0,Assassination,Private Citizens,Unknown,0,Melee,1,0
1995,4,Tamil Nadu,Unknown,0,1,0,Assassination,Private Citizens,Unknown,0,Melee,1,0
1995,4,Tamil Nadu,Chennai,0,1,0,Bombing,Government,Unknown,0,Explosives,2,0
1995,4,Jammu and Kashmir,Srinagar,0,1,0,Assassination,Terrorists,Unknown,2,Firearms,0,1
1995,4,Jammu and Kashmir,Unknown,0,1,0,Unknown,Unknown,Muslim Militants,0,Unknown,18,0
1995,5,Jammu and Kashmir,Bishnah,0,1,0,Bombing,Institutions,Unknown,0,Explosives,0,0
1995,5,Jammu and Kashmir,Jammu,0,1,0,Bombing,Institutions,Unknown,0,Explosives,0,6
1995,5,Assam,Unknown,0,1,0,Unknown,Military,National Socialist Council of Nagaland,0,Unknown,5,4
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Police,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Police,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Police,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Police,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Police,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Police,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Police,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Police,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Police,Muslim Militants,0,Melee,0,1
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Armed Assault,Police,Muslims,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Armed Assault,Private Citizens,Unknown,0,Firearms,6,0
1995,5,Jammu and Kashmir,Sopore,0,1,0,Facility,Government,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Bhaderwah,0,1,0,Bombing,Institutions,Muslim Separatists,0,Explosives,2,2
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Unknown,Muslim Separatists,0,Melee,0,19
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Unknown,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Unknown,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Unknown,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Unknown,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Unknown,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Unknown,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Unknown,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Unknown,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Unknown,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Srinagar,0,1,0,Unarmed Assault,Unknown,Muslim Separatists,0,Melee,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Unknown,0,1,0,Facility,Private Citizens,Muslim Separatists,0,Incendiary,0,0
1995,5,Jammu and Kashmir,Charar i Sharif,0,1,0,Unknown,Government,Islami,0,Unknown,0,1
1995,5,Jammu and Kashmir,Anantnag district,0,1,0,Bombing,Military,Muslim Separatists,0,Explosives,5,0
1995,6,Manipur,Moreh,0,1,0,Kidnapping,Private Citizens,Kuki tribesmen,0,Firearms,13,20
1995,6,Uttar Pradesh,Phulpur,0,1,0,Unknown,Terrorists,Muslim Militants,0,Unknown,1,1
1995,6,Jammu and Kashmir,Anantnag district,0,1,0,Bombing,Military,Kashmiri extremists,0,Explosives,8,2
1995,7,Tamil Nadu,Chennai,0,1,0,Bombing,Government,Unknown,0,Explosives,1,0
1995,7,Bihar,Patna,0,1,0,Bombing,Government,Unknown,0,Explosives,1,2
1995,7,Jammu and Kashmir,Ladervat,0,1,0,Kidnapping,Tourists,AlFaran,40,Unknown,1,0
1995,7,Unknown,Zojipel,0,1,0,Kidnapping,Tourists,Muslim Separatists,0,Unknown,0,0
1995,7,Tamil Nadu,Chennai,0,1,0,Assassination,Media,Unknown,0,Explosives,0,2
1995,7,Unknown,Vazhapadi,0,1,0,Bombing,Police,All India Anna Dravida Munetra Kazgan Party,0,Explosives,8,9
1995,7,Rajasthan,Hejampura,1,1,0,Unknown,Police,NLFT,0,Unknown,5,6
1995,7,Jammu and Kashmir,Srinagar,0,0,0,Bombing,Government,Muslim Separatists,0,Explosives,0,2
1995,7,Jammu and Kashmir,Jammu,0,1,0,Bombing,Business,Harkat ul Ansar,0,Explosives,16,46
1995,7,Jammu and Kashmir,Bhaderwah,0,1,0,Unknown,Military,Muslim Separatists,0,Unknown,9,0
1995,7,Assam,North Cachar Hills district,0,1,0,Armed Assault,Police,National Socialist Council of Nagaland,0,Firearms,5,4
1995,7,Jammu and Kashmir,Jammu,0,1,0,Bombing,Unknown,Harkat ul Ansar,0,Explosives,1,27
1995,7,Unknown,Jarubachen,0,1,0,Kidnapping,Business,Tripura Separatists,0,Unknown,0,0
1995,8,Jammu and Kashmir,Doda district,0,1,0,Armed Assault,Military,Kashmiri extremists,0,Firearms,1,1
1995,8,Jammu and Kashmir,Srinagar,0,0,0,Bombing,Unknown,Muslim Separatists,0,Explosives,0,0
1995,8,Jammu and Kashmir,Srinagar,0,0,0,Bombing,Unknown,Muslim Separatists,0,Explosives,0,0
1995,8,Jammu and Kashmir,Pahalgam,1,1,0,Bombing,Police,Harkat ul Ansar,0,Explosives,0,2
1995,8,Jammu and Kashmir,Pahalgam,0,1,0,Bombing,Business,Kashmiri extremists,0,Explosives,0,14
1995,8,Jammu and Kashmir,Pahalgam,1,1,0,Bombing,Private Citizens,Harkat ul Ansar,0,Explosives,0,0
1995,8,Jammu and Kashmir,Pahalgam,1,1,0,Bombing,Private Citizens,Harkat ul Ansar,0,Explosives,0,0
1995,8,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Private Citizens,Muslim Separatists,0,Explosives,0,2
1995,8,Jammu and Kashmir,Pahalgam,1,0,0,Bombing,Private Citizens,Harkat ul Ansar,0,Explosives,0,0
1995,8,Jammu and Kashmir,Pahalgam,1,1,0,Bombing,Private Citizens,Harkat ul Ansar,0,Explosives,0,1
1995,8,Jammu and Kashmir,Srinagar,0,1,0,Armed Assault,Institutions,Muslim Separatists,0,Firearms,1,1
1995,8,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Unknown,Muslim Separatists,0,Explosives,0,0
1995,8,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Unknown,Muslim Separatists,0,Explosives,0,0
1995,8,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Unknown,Muslim Separatists,0,Explosives,0,0
1995,8,Jammu and Kashmir,Jammu,0,1,0,Bombing,Unknown,Muslim Separatists,0,Explosives,0,10
1995,8,West Bengal,Howrah district,0,1,0,Bombing,Private Citizens,Political Group,0,Explosives,0,14
1995,8,West Bengal,Calcutta,0,1,0,Bombing,Transportation,Congress Party Activists,0,Explosives,0,1
1995,8,Unknown,Unknown,0,1,0,Kidnapping,Private Citizens,Islamic,0,Unknown,0,0
1995,8,Unknown,Unknown,0,1,0,Kidnapping,Private Citizens,Islamic,0,Unknown,0,0
1995,8,Chandigarh,Chandigarh,0,1,0,Assassination,Government,BKI,0,Explosives,16,30
1995,9,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Military,HM,0,Explosives,13,25
1995,9,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Media,Dukhta ran e Millat,1,Explosives,1,2
1995,9,Tamil Nadu,Chennai,0,1,0,Bombing,Government,Tamil Nadu Liberation Army,0,Explosives,0,0
1995,9,Tamil Nadu,Chennai,0,1,0,Bombing,Government,Tamil Nadu Liberation Army,0,Explosives,0,0
1995,9,Jammu and Kashmir,Madora,0,1,0,Assassination,Police,Unknown,0,Firearms,1,0
1995,9,Jammu and Kashmir,Srinagar,0,1,0,Armed Assault,Terrorists,Muslim Separatists,0,Firearms,1,1
1995,9,Delhi,Delhi,0,1,0,Bombing,Unknown,Khalistan Liberation Force,0,Explosives,0,23
1995,9,Delhi,Delhi,0,1,0,Bombing,Unknown,Khalistan Liberation Force,0,Explosives,0,23
1995,9,Delhi,Delhi,0,1,0,Bombing,Unknown,Khalistan Liberation Force,0,Explosives,0,1
1995,9,Haryana,Panipat,0,1,0,Bombing,Transportation,Unknown,0,Explosives,0,8
1995,9,Maharashtra,Thane,0,1,0,Armed Assault,Transportation,Unknown,0,Incendiary,0,0
1995,9,Jammu and Kashmir,Srinagar,0,1,0,Facility,Institutions,Jammu and Kashmir Liberation Front,0,Firearms,0,0
1995,10,Jammu and Kashmir,Srinagar,0,1,0,Assassination,Private Citizens,Unknown,0,Unknown,1,0
1995,10,Jammu and Kashmir,Hapatnar,0,1,0,Hijacking,Transportation,AlFaran,30,Firearms,0,0
1995,10,Jammu and Kashmir,Pattan,0,1,0,Bombing,Police,Kashmiri extremists,0,Explosives,5,5
1995,10,Assam,Diphu,0,1,0,Bombing,Transportation,Unknown,0,Explosives,4,15
1995,10,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Terrorists,Unknown,0,Explosives,0,0
1995,10,Assam,Kokrajhar,1,1,0,Bombing,Military,Bodo Militants,0,Explosives,3,3
1995,11,Jammu and Kashmir,Sopore,0,1,0,Assassination,Government,Gunmen,0,Firearms,1,0
1995,11,Maharashtra,Mumbai,0,1,0,Assassination,Airports,Unknown,0,Firearms,1,1
1995,11,Jammu and Kashmir,Pul Doda,0,1,0,Kidnapping,Government,AlJehad,0,Firearms,0,0
1995,11,Assam,Unknown,0,1,0,Armed Assault,Transportation,NDFB,0,Firearms,8,0
1995,11,Delhi,New Delhi,0,1,0,Bombing,Business,Jammu and Kashmir Islamic Front,0,Explosives,0,23
1995,11,Uttar Pradesh,Jhansi,0,1,0,Bombing,Business,Unknown,0,Explosives,2,0
1995,11,Jammu and Kashmir,Anantnag district,0,1,0,Assassination,Government,Unknown,0,Firearms,1,0
1995,11,Jammu and Kashmir,Unknown,0,1,0,Unknown,Police,Unknown,0,Unknown,5,16
1995,11,Unknown,Konunghamang,0,0,0,Assassination,Police,Unknown,0,Explosives,0,11
1995,12,Andhra Pradesh,Ongole,0,1,0,Assassination,Government,Unknown,7,Firearms,2,2
1995,12,Nagaland,Unknown,0,1,0,Unknown,Police,Naga People,0,Unknown,9,6
1995,12,Punjab,Ludhiana,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,22
1995,12,Jammu and Kashmir,Srinagar,0,1,0,Kidnapping,Media,Muslim Militants,0,Firearms,0,1
1996,1,Delhi,New Delhi,0,1,0,Bombing,Private Citizens,Jammu and Kashmir Islamic Front,0,Explosives,13,38
1996,1,Jammu and Kashmir,Barshala,1,1,0,Armed Assault,Private Citizens,Unknown,20,Firearms,15,0
1996,1,Bihar,Gaya,1,1,0,Armed Assault,Police,Unknown,0,Incendiary,7,0
1996,1,Jammu and Kashmir,Desapani,0,1,0,Armed Assault,Police,Separatists,24,Firearms,7,11
1996,1,Jammu and Kashmir,Srinagar,0,1,0,Assassination,Government,Separatists,0,Firearms,1,0
1996,1,Rajasthan,Jaipur,0,1,0,Bombing,Government,Unknown,0,Explosives,0,1
1996,1,Jammu and Kashmir,Srinagar,0,0,0,Bombing,Government,Separatists,0,Explosives,0,0
1996,1,Manipur,Imphal,1,1,0,Bombing,Military,Unknown,0,Explosives,2,3
1996,1,Jammu and Kashmir,Srinagar,0,0,0,Bombing,Government,Unknown,0,Explosives,0,0
1996,1,Karnataka,Bangalore,0,1,0,Unknown,Business,Karnataka State Farmers Association,50,Unknown,0,0
1996,2,Jammu and Kashmir,Anantnag,0,1,0,Bombing,Military,Separatists,0,Explosives,11,0
1996,2,Jammu and Kashmir,Srinagar,0,0,0,Bombing,Government,Unknown,0,Explosives,0,0
1996,2,Jammu and Kashmir,Srinagar,0,0,0,Bombing,Government,Unknown,0,Explosives,0,0
1996,2,Jammu and Kashmir,Srinagar,0,0,0,Assassination,Government,Unknown,0,Firearms,0,0
1996,2,Unknown,Bhur Tinali,0,1,0,Bombing,Military,Bodo Militants,0,Explosives,7,1
1996,2,Manipur,Imphal,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,0
1996,3,Manipur,Imphal,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,1,3
1996,3,Andhra Pradesh,Damara,0,1,0,Bombing,Private Citizens,PWG,0,Explosives,1,3
1996,3,Tamil Nadu,Rajapalayam,0,1,0,Assassination,Private Citizens,Thavar Caste,0,Unknown,1,0
1996,3,Andhra Pradesh,Kothapalli,0,1,0,Bombing,Police,PWG,10,Explosives,1,3
1996,3,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Media,Unknown,0,Explosives,0,0
1996,3,Tamil Nadu,Rajapalayam,0,1,0,Assassination,Private Citizens,Rival caste,0,Melee,4,0
1996,3,Jammu and Kashmir,Srinagar,0,1,0,Kidnapping,NGO,Unknown,0,Unknown,1,0
1996,3,Assam,Kokrajhar district,0,1,0,Bombing,Military,Bodo Militants,0,Explosives,4,0
1996,3,Manipur,Unknown,0,1,0,Armed Assault,Police,Separatists,0,Firearms,5,5
1996,3,Jammu and Kashmir,Pulwama,0,1,0,Kidnapping,Media,Unknown,0,Unknown,1,0
1996,3,Jammu and Kashmir,Srinagar,0,1,0,Armed Assault,Police,Jammu and Kashmir Liberation Front,0,Firearms,11,0
1996,3,Uttar Pradesh,Gorakhpur,0,1,0,Assassination,Government,Unknown,0,Explosives,7,100
1996,3,Jammu and Kashmir,Srinagar,0,0,0,Facility,Government,Unknown,0,Unknown,0,0
1996,4,Tripura,Agartala,1,1,0,Unknown,Military,NLFT,0,Unknown,5,0
1996,4,Tamil Nadu,Kariapatti district,0,1,0,Bombing,Unknown,Rival caste,0,Explosives,2,0
1996,4,Andhra Pradesh,Tiruchanur,0,1,0,Bombing,Unknown,Rival caste,0,Explosives,3,0
1996,4,Tamil Nadu,Rajapalayam,0,1,0,Assassination,Business,Rival caste,0,Melee,1,0
1996,4,Tamil Nadu,Rajapalayam,0,1,0,Assassination,Transportation,Rival caste,0,Incendiary,1,0
1996,4,Jammu and Kashmir,Pulwama district,0,1,0,Assassination,Government,Muslim Separatists,0,Firearms,1,0
1996,4,Manipur,Kanghphal,1,1,0,Armed Assault,Police,Separatists,0,Firearms,12,0
1996,4,Jammu and Kashmir,Pinjarar,0,0,0,Armed Assault,Government,Unknown,0,Firearms,0,0
1996,4,Jammu and Kashmir,Wathargam,0,1,0,Bombing,Business,Unknown,0,Explosives,3,0
1996,4,Karnataka,Bhatkal,0,1,0,Assassination,Violent Political Party,Unknown,0,Firearms,1,0
1996,4,Jammu and Kashmir,Srinagar,0,0,0,Bombing,Government,Unknown,0,Explosives,0,0
1996,4,Jammu and Kashmir,Srinagar,0,0,0,Bombing,Government,Unknown,0,Explosives,0,0
1996,4,Manipur,Imphal,0,1,0,Bombing,Unknown,India,2,Explosives,1,7
1996,4,Manipur,Imphal,0,1,0,Bombing,Unknown,India,2,Explosives,1,7
1996,4,Manipur,Imphal,0,1,0,Bombing,Unknown,India,2,Explosives,1,7
1996,4,Manipur,Imphal,0,1,0,Bombing,Unknown,India,2,Explosives,1,7
1996,4,Manipur,Imphal,0,1,0,Bombing,Unknown,India,2,Explosives,1,7
1996,4,Jammu and Kashmir,Dialgam,1,0,0,Bombing,Government,Muslim Separatists,3,Explosives,0,0
1996,4,Jammu and Kashmir,Jammu,0,0,0,Bombing,Transportation,Unknown,0,Explosives,0,0
1996,4,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Police,Unknown,0,Explosives,2,27
1996,4,Manipur,Imphal,1,1,0,Unknown,Police,Separatists,0,Unknown,5,5
1996,4,Manipur,Imphal,1,1,0,Armed Assault,Military,Separatists,0,Firearms,3,2
1996,4,Assam,Unknown,0,1,0,Unknown,Government,ULFA,0,Unknown,5,0
1996,4,Manipur,Imphal,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,4,6
1996,4,Andhra Pradesh,Nandyal,0,1,0,Bombing,Government,Unknown,0,Explosives,0,3
1996,4,Andhra Pradesh,Nandyal,0,1,0,Bombing,Government,Unknown,0,Explosives,0,3
1996,4,Uttar Pradesh,Modinagar,0,1,0,Bombing,Transportation,Separatists,0,Explosives,12,20
1996,4,Andhra Pradesh,Unknown,0,1,0,Armed Assault,Private Citizens,Rival Activists,0,Firearms,2,0
1996,4,Andhra Pradesh,Unknown,0,0,0,Bombing,Unknown,Unknown,0,Explosives,1,0
1996,4,Maharashtra,Mumbai,0,0,0,Assassination,Government,Unknown,0,Firearms,1,0
1996,4,Andhra Pradesh,Unknown,0,1,0,Armed Assault,Private Citizens,Rival Activists,0,Melee,2,0
1996,5,Bihar,Unknown,0,1,0,Armed Assault,Private Citizens,Rival Activists,0,Firearms,4,0
1996,5,Sikkim,Unknown,0,1,0,Unknown,Private Citizens,Rival Activists,0,Unknown,0,3
1996,5,Orissa,Unknown,0,1,0,Unknown,Government,Naxalites,0,Unknown,0,0
1996,5,Orissa,Unknown,0,1,0,Unknown,Government,Naxalites,0,Unknown,0,0
1996,5,Orissa,Unknown,0,1,0,Unknown,Government,Naxalites,0,Unknown,0,0
1996,5,Bihar,Unknown,0,0,0,Bombing,Unknown,Unknown,0,Explosives,2,0
1996,5,Andhra Pradesh,Unknown,0,1,0,Bombing,Police,Unknown,0,Explosives,1,2
1996,5,Bihar,Unknown,0,1,0,Armed Assault,Police,Unknown,0,Firearms,4,0
1996,5,Jammu and Kashmir,Srinagar,1,1,0,Assassination,Private Citizens,Separatists,0,Firearms,8,1
1996,5,Jammu and Kashmir,Srinagar,0,0,0,Bombing,Police,Unknown,0,Explosives,0,3
